"species_tax_id","species","genus","family","order","class","phylum","superkingdom","gram_stain","metabolism","pathways","carbon_substrates","sporulation","motility","range_tmp","range_salinity","cell_shape","isolation_source","d1_lo","d1_up","d2_lo","d2_up","doubling_h","genome_size","gc_content","coding_genes","optimum_tmp","optimum_ph","growth_tmp","rRNA16S_genes","tRNA_genes","gram_stain.count","metabolism.count","pathways.count","carbon_substrates.count","sporulation.count","motility.count","range_tmp.count","range_salinity.count","cell_shape.count","isolation_source.count","gram_stain.prop","metabolism.prop","pathways.prop","carbon_substrates.prop","sporulation.prop","motility.prop","range_tmp.prop","range_salinity.prop","cell_shape.prop","isolation_source.prop","d1_lo.count","d1_up.count","d2_lo.count","d2_up.count","doubling_h.count","genome_size.count","gc_content.count","coding_genes.count","optimum_tmp.count","optimum_ph.count","growth_tmp.count","rRNA16S_genes.count","tRNA_genes.count","d1_lo.stdev","d1_up.stdev","d2_lo.stdev","d2_up.stdev","doubling_h.stdev","genome_size.stdev","gc_content.stdev","coding_genes.stdev","optimum_tmp.stdev","optimum_ph.stdev","growth_tmp.stdev","rRNA16S_genes.stdev","tRNA_genes.stdev","data_source","ref_id"
630405,"Cellulosibacter alkalithermophilus","Cellulosibacter","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",NA,"anaerobic",NA,"cellobiose, fructose, maltose, mannose, raffinose, rhamnose, xylose","yes","yes",NA,NA,"bacillus","soil",0.25,NA,2.5,NA,NA,NA,NA,NA,55,9.5,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2444"
1096750,"Chitinophaga cymbidii","Chitinophaga","Chitinophagaceae","Chitinophagales","Chitinophagia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,NA,"no","no",NA,NA,"bacillus","host_plant",0.3,NA,4.15,NA,NA,NA,NA,NA,28,7,NA,NA,NA,0,1,0,0,1,1,0,0,1,1,NA,100,NA,NA,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2463"
1031224,"Chitinophaga oryziterrae","Chitinophaga","Chitinophagaceae","Chitinophagales","Chitinophagia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"arabitol, asparagine, aspartate, dextrin, fucose, galactose, glucose, glutamate, glycerol, glycogen, lactose, leucine, phenylalanine, proline, putrescine, serine, succinate, sucrose, threonine, thymidine, trehalose, uridine",NA,"no",NA,NA,"bacillus","soil",0.35,NA,4.1,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"fierer","2466"
1069980,"Chryseobacterium gwangjuense","Chryseobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"2-ketogluconate, citrate, glucose, maltose, proline",NA,"no",NA,NA,"bacillus","soil",0.75,NA,1.7,NA,NA,NA,NA,NA,27.5,7.5,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2497"
1132696,"Chryseobacterium rigui","Chryseobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"2,3-butanediol, acetate, alanine, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, arabinose, asparagine, aspartate, cellobiose, dextrin, fructose, glucose, glutamate, glycine, glycogen, inosine, maltose, mannose, methyl beta-D-glucoside, phenylalanine, proline, propionate, serine, succinate, sucrose, threonine, thymidine, Tween 40, uridine","no","no",NA,NA,"bacillus","water_brackish",0.65,NA,2,NA,NA,NA,NA,NA,30,6,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2510"
1037377,"Chryseobacterium viscerum","Chryseobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"citrate, glucose, maltose, mannitol, mannose","no","no",NA,NA,"bacillus","host_animal_ectotherm",0.8,NA,2.4,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"fierer","2519"
752657,"Chungangia koreensis","Chungangia",NA,"Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"obligate aerobic",NA,"fucose, ribose","no","yes",NA,NA,"bacillus","sediment_marine",0.35,NA,1.3,NA,NA,NA,NA,NA,30,8,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2525"
1162980,"Cohaesibacter haloalkalitolerans","Cohaesibacter","Cohaesibacteraceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"facultative","nitrate_reduction","2-aminethanol, 2,3-butanediol, acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabinose, citrate, ethanol, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucosamine, glucose, glutamate, glycerol, inosine, lactose, malonate, mannose, methyl beta-D-glucoside, phenethylamine, phenylalanine, proline, propionate, pyruvate, pyruvic acid methyl ester, rhamnose, thymidine, urea, uridine",NA,"yes",NA,NA,"bacillus","water_hypersaline",0.45,NA,1.8,NA,NA,NA,NA,NA,27.5,7.5,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2557"
517723,"Colwellia asteriadis","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"facultative","nitrate_reduction","5-ketogluconate, acetate, fructose, ribose",NA,"flagella",NA,NA,"bacillus","host_animal_ectotherm",0.4,0.5,0.7,1,NA,NA,NA,NA,15,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"fierer","2576"
326537,"Colwellia polaris","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"arabinose, fructose, galactose, glucose, glycerol, mannitol, mannose, melibiose, pyruvate, sorbitol, sucrose","no","yes",NA,NA,"bacillus","water_marine_cold",0.6,0.9,0.9,4,NA,NA,NA,NA,20.5,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"fierer","2579"
904130,"Corallibacter vietnamensis","Corallibacter","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"arabinose, citrate, mannose, Tween 40, Tween 80","no","gliding",NA,NA,"bacillus","host_animal_ectotherm",0.4,0.5,1.4,3.2,NA,NA,NA,NA,NA,6.5,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"fierer","2589"
743737,"Corallomonas stylophorae","Corallomonas","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"facultative","nitrate_reduction","2-ketogluconate, 5-ketogluconate, arabinose, arabitol, cellobiose, fructose, galactose, glucose, maltose, mannitol, rhamnose, salicin, sorbitol, sucrose, trehalose",NA,"no",NA,NA,"bacillus","host_animal_ectotherm",0.35,NA,1,NA,NA,NA,NA,NA,27.5,7.75,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2590"
690867,"Cryptosporangium mongoliense","Cryptosporangium","Cryptosporangiaceae","Frankiales","Actinobacteria","Actinobacteria","Bacteria",NA,"obligate aerobic",NA,NA,"yes","no",NA,NA,NA,"soil",NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,NA,100,NA,NA,100,100,NA,NA,NA,100,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"fierer","2625"
1235754,"Cyclobacterium caenipelagi","Cyclobacterium","Cyclobacteriaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"arabinose, cellobiose, fructose, galactose, glucose, maltose, mannose, salicin, sucrose, trehalose, xylose",NA,"no",NA,NA,"spiral","sediment_marine",0.35,NA,0.9,NA,NA,NA,NA,NA,25,7.5,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2633"
1130726,"Defluviimonas aestuarii","Defluviimonas","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"alaninamide, fructose, glucose, glycerol, inosine, mannitol, mannose, methyl beta-D-glucoside, serine, succinate, threonine, thymidine, uridine",NA,"no",NA,NA,"bacillus","sediment_marine",0.65,NA,2.15,NA,NA,NA,NA,NA,30,7.25,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2646"
1173082,"Devosia submarina","Devosia","Hyphomicrobiaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"2-ketogluconate, proline",NA,"flagella",NA,NA,"bacillus","sediment_marine",1,NA,1.6,NA,NA,NA,NA,NA,29,7.5,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2742"
1141845,"Dokdonella kunshanensis","Dokdonella","Rhodanobacteraceae","Xanthomonadales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"citrate, glycogen, proline","no","no",NA,NA,"bacillus","wastewater",NA,NA,NA,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2760"
551988,"Duganella radicis","Duganella","Oxalobacteraceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic","nitrate_reduction","alaninamide, alpha-cyclodextrin, arabinose, asparagine, aspartate, cellobiose, dextrin, ethanol, formic acid, fructose, fucose, galactose, gluconic acid, glucuronamide, glucose, glutamate, glycogen, histidine, lactate, lactose, maltose, mannose, pyruvic acid methyl ester, quinic acid, raffinose, succinate, sucrose, threonine, trehalose, Tween 40, Tween 80, urocanic acid","no","flagella",NA,NA,"bacillus","host_plant",0.35,NA,1.2,NA,NA,NA,NA,NA,30,7.2,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,NA,100,100,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2768"
722737,"Dysgonomonas oryzarvi","Dysgonomonas","Dysgonamonadaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",NA,"facultative",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, raffinose, rhamnose, ribose, sucrose, xylose",NA,"no",NA,NA,"coccobacillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,NA,100,NA,100,NA,100,NA,NA,100,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fierer","2786"
1274384,"Enterococcus alcedinis","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"facultative",NA,"dextrin, fructose, galactose, glucose, inosine, mannitol, mannose, N-acetylgulcosamine, salicin, sucrose, thymidine, trehalose, uridine","no","no",NA,NA,"coccus","host_animal_endotherm",1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fierer","2809"
762845,"Enterococcus rivorum","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"facultative",NA,"mannitol, sorbitol, sucrose","no",NA,NA,NA,"coccus","water_fresh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,1,1,NA,100,NA,100,100,NA,NA,NA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fierer","2821"
717607,"Erwinia uzenensis","Erwinia","Erwiniaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"facultative",NA,"asparagine","no","yes",NA,NA,"bacillus","host_plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fierer","2839"
795812,"Erythrobacter jejuensis","Erythrobacter","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,NA,NA,"no",NA,NA,"bacillus","water_marine",0.25,NA,7.5,NA,NA,NA,NA,NA,30,7.5,NA,NA,NA,0,1,0,0,0,1,0,0,1,1,NA,100,NA,NA,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2843"
1155476,"Erythrobacter odishensis","Erythrobacter","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"2-aminethanol, 2,3-butanediol, acetate, adonitol, alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, arabitol, asparagine, carnitine, dextrin, glucose, glutamate, glycogen, histidine, inosine, itaconate, lactate, lactose, malonate, maltose, myo-inositol, N-acetylgulcosamine, ornithine, phenylalanine, proline, propionate, putrescine, rhamnose, sorbitol, sucrose, uridine",NA,"no",NA,NA,"bacillus","soil",0.55,NA,1.5,NA,NA,NA,NA,NA,27.5,7,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2847"
994320,"Erythrobacter pelagi","Erythrobacter","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic","nitrate_reduction","alanine, dextrin, glutamate, glycerol, maltose, pyruvate, succinate, sucrose","no","no",NA,NA,"bacillus","water_marine",0.55,NA,2.75,NA,NA,NA,NA,NA,28,8.5,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,NA,100,100,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2848"
679664,"Euzebyella saccharophila","Euzebyella","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"arabinose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, rhamnose, salicin, sucrose, trehalose, xylose","no","no",NA,NA,"bacillus","water_marine",0.4,NA,1.4,5,NA,NA,NA,NA,27,7,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2852"
1038855,"Exiguobacterium aquaticum","Exiguobacterium",NA,"Bacillales","Bacilli","Firmicutes","Bacteria",NA,"facultative","nitrate_reduction","fructose, mannitol, sorbitol, sucrose, trehalose",NA,"yes",NA,NA,"bacillus","water_fresh",0.8,NA,2.5,NA,NA,NA,NA,NA,30,8,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2854"
1146892,"Falsirhodobacter halotolerans","Falsirhodobacter","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"obligate aerobic",NA,"arabinose, fructose, galactose, glucose, glutamate, lactate, mannose, pyruvate, sorbitol, succinate, trehalose, Tween 40",NA,"yes",NA,NA,"bacillus","soil",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fierer","2862"
1255257,"Ferrimonas gelatinilytica","Ferrimonas","Ferrimonadaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"anaerobic","nitrate_reduction","acetate, alpha-cyclodextrin, arabinose, lactate, thymidine, Tween 40, Tween 80, uridine",NA,"yes",NA,NA,"coccobacillus","sediment_marine",NA,NA,NA,NA,NA,NA,NA,NA,30,6,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2867"
1177826,"Ferrimonas pelagia","Ferrimonas","Ferrimonadaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"anaerobic",NA,"adipate, arabinose, caprate, gluconic acid, maltose, mannitol, mannose, N-acetylgulcosamine, phenylacetate",NA,"flagella",NA,NA,"bacillus","water_marine",0.9,NA,1.5,NA,NA,NA,NA,NA,25,8,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2869"
708199,"Flavitalea gansuensis","Flavitalea","Chitinophagaceae","Chitinophagales","Chitinophagia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,NA,NA,"gliding",NA,NA,"bacillus","soil",0.5,NA,2.85,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,1,0,0,0,1,0,0,1,1,NA,100,NA,NA,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2888"
1017018,"Flavobacterium anatoliense","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,NA,"no","no",NA,NA,"bacillus","water_fresh",0.3,NA,1,NA,NA,NA,NA,NA,28,7,NA,NA,NA,0,1,0,0,1,1,0,0,1,1,NA,100,NA,NA,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2893"
659443,"Flavobacterium compostarboris","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"arabinose, glucose, maltose, mannose, N-acetylgulcosamine","no","gliding",NA,NA,"bacillus","compost",0.5,NA,4.2,NA,NA,NA,NA,NA,25,6.5,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2904"
1204512,"Flavobacterium hauense","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic","nitrate_reduction","arabinose, glucose, glycogen, maltose, mannose, salicin","no","no",NA,NA,"bacillus","soil",0.5,NA,2.25,NA,NA,NA,NA,NA,28,7,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,NA,100,100,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2921"
992289,"Flavobacterium nitratireducens","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic","nitrate_reduction","glucose, maltose, mannose, sucrose, trehalose",NA,"no",NA,NA,"bacillus","water_marine",0.25,NA,1.25,NA,NA,NA,NA,NA,33.5,8,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,NA,100,100,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2927"
1119057,"Flavobacterium squillarum","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"alanine, alanine, asparagine, aspartate, glutamate, glycine, ornithine, proline, uridine, urocanic acid",NA,"no",NA,NA,"bacillus","water_fresh",0.45,NA,1,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2938"
875042,"Flavobacterium tilapiae","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"acetate, alpha-cyclodextrin, arabinose, asparagine, aspartate, cellobiose, dextrin, fructose, galactose, glucose, glutamate, glycogen, maltose, mannose, methyl beta-D-glucoside, N-acetylgulcosamine, ornithine, proline, threonine, trehalose, Tween 40, Tween 80",NA,"gliding",NA,NA,"bacillus","water_fresh",0.45,NA,4.9,NA,NA,NA,NA,NA,22.5,8,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2941"
1241321,"Flavobacterium yanchengense","Flavobacterium","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,NA,"no","no",NA,NA,"bacillus","soil",0.5,NA,1.6,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,1,0,0,1,1,0,0,1,1,NA,100,NA,NA,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2944"
1165102,"Fluviimonas pallidilutea","Fluviimonas","Cytophagaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, asparagine, aspartate, cellobiose, fructose, fucose, galactose, glucose, glutamate, glycogen, lactate, lactose, maltose, mannose, myo-inositol, N-acetylgulcosamine, proline, raffinose, succinate, sucrose, trehalose","no","no",NA,NA,"bacillus","water_fresh",0.4,NA,14,NA,NA,NA,NA,NA,25,8,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,NA,100,NA,100,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2948"
1141846,"Fontibacter ferrireducens","Fontibacter","Cyclobacteriaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria",NA,"facultative",NA,"fucose, glucose, maltose, melibiose, salicin, sorbitol, sucrose","no","no",NA,NA,"bacillus",NA,0.3,NA,2.25,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,1,0,1,1,1,0,0,1,0,NA,100,NA,100,100,100,NA,NA,100,NA,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2955"
1325436,"Formosa undariae","Formosa","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"obligate aerobic",NA,"cellobiose, fructose, galactose, glucose, maltose, mannose, xylose",NA,"no",NA,NA,"bacillus","host_plant",0.55,NA,1.4,NA,NA,NA,NA,NA,25,7.5,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,NA,100,NA,100,NA,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2962"
570162,"Fretibacter rubidus","Fretibacter","Hyphomonadaceae","Rhodobacterales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,NA,NA,NA,"no","no",NA,NA,"bacillus","water_marine",0.45,NA,2.95,NA,NA,NA,NA,NA,30,8.5,NA,NA,NA,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,100,100,NA,NA,100,100,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"fierer","2965"
