"species_tax_id","species","genus","family","order","class","phylum","superkingdom","gram_stain","metabolism","pathways","carbon_substrates","sporulation","motility","range_tmp","range_salinity","cell_shape","isolation_source","d1_lo","d1_up","d2_lo","d2_up","doubling_h","genome_size","gc_content","coding_genes","optimum_tmp","optimum_ph","growth_tmp","rRNA16S_genes","tRNA_genes","gram_stain.count","metabolism.count","pathways.count","carbon_substrates.count","sporulation.count","motility.count","range_tmp.count","range_salinity.count","cell_shape.count","isolation_source.count","gram_stain.prop","metabolism.prop","pathways.prop","carbon_substrates.prop","sporulation.prop","motility.prop","range_tmp.prop","range_salinity.prop","cell_shape.prop","isolation_source.prop","d1_lo.count","d1_up.count","d2_lo.count","d2_up.count","doubling_h.count","genome_size.count","gc_content.count","coding_genes.count","optimum_tmp.count","optimum_ph.count","growth_tmp.count","rRNA16S_genes.count","tRNA_genes.count","d1_lo.stdev","d1_up.stdev","d2_lo.stdev","d2_up.stdev","doubling_h.stdev","genome_size.stdev","gc_content.stdev","coding_genes.stdev","optimum_tmp.stdev","optimum_ph.stdev","growth_tmp.stdev","rRNA16S_genes.stdev","tRNA_genes.stdev","data_source","ref_id"
1869279,"Helicobacter canicola","Helicobacter","Helicobacteraceae","Campylobacterales","Epsilonproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1550907,"Kiloniella antarctica","Kiloniella","Kiloniellaceae","Kiloniellales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1494461,"Lactococcus laudensis","Lactococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1908258,"Rodentibacter heidelbergensis","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1908257,"Rodentibacter mrazii","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1907939,"Rodentibacter myodis","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1908260,"Rodentibacter rarus","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1906745,"Rodentibacter ratti","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1908263,"Rodentibacter trehalosifermentans","Rodentibacter","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1173502,"Seminibacterium arietis","Seminibacterium","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1465501,"Sporolactobacillus shoreae","Sporolactobacillus","Sporolactobacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1579424,"Streptococcus azizii","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1640501,"Streptococcus caprae","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1432788,"Streptococcus cuniculi","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1451356,"Streptococcus moroccensis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1547447,"Streptococcus oricebi","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1936207,"Streptococcus ovuberis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1581472,"Streptococcus panodentis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1562651,"Streptococcus pharyngis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1177728,"Varibaculum anthropi","Varibaculum","Actinomycetaceae","Actinomycetales","Actinobacteria","Actinobacteria","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1808945,"Zunongwangia endophytica","Zunongwangia","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria",NA,"microaerophilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bacdive-microa","151"
1416943,"Lactobacillus sicerae","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",NA,"anaerobic",NA,NA,NA,NA,NA,NA,NA,"food_fermented",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,0,1,0,0,0,0,0,0,0,1,NA,100,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"campedelli","152"
1229250,"Ammoniibacillus agariperforans","Ammoniibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria",NA,"aerobic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","181"
1081799,"Thermomarinilinea lacunifontana","Thermomarinilinea","Anaerolineaceae","Anaerolineales","Anaerolineae","Chloroflexi","Bacteria",NA,"aerobic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,NA,NA,NA,NA,NA,50.2,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","206"
1323370,"Caloranaerobacter ferrireducens","Caloranaerobacter","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",NA,"anaerobic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,60,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","380"
192731,"Halomicronema excentricum","Halomicronema","Leptolyngbyaceae","Synechococcales",NA,"Cyanobacteria","Bacteria",NA,"aerobic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.08,NA,NA,NA,NA,NA,40,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","406"
1395,"[Bacillus] caldotenax","Geobacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria",NA,"facultative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,65,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","437"
187311,"Thermoanaerobacter keratinophilus","Thermoanaerobacter","Thermoanaerobacteraceae","Thermoanaerobacterales","Clostridia","Firmicutes","Bacteria",NA,"anaerobic",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,1,3,1.3,NA,NA,NA,NA,NA,70,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey, bergeys","450"
92642,"Hydrogenobacter subterraneus","Hydrogenobacter","Aquificaceae","Aquificales","Aquificae","Aquificae","Bacteria",NA,"aerobic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,77.9,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","459"
202206,"Methylocystis methanolicus","Methylocystis","Methylocystaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria",NA,"facultative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,30,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"corkrey","478"
